Damara,English
"Xris-tub ǃgâ-gu ge ǁhûi-he hâ. ǃKhūb ra ǀa-sa ǃnae-sa mā. ǁÎn ge Gao-si-ba ra ku-ru-ǂui tsî pa-ra-dai-sa nî hau-oa. (ǁNAEǀHAOS) Je-ho-va-ba koa re ǁîb ǀGôab ǃgao, Je-su-ba du hoa do koa re. ǂGom-ǂgom-sa-se ǁÎb mî-sa hoa-ǁae ra saon tsî ǁÎb ǂâi-sa ra dīn. Je-ho-va-ba koa re ǁîb ǀGôab ǃgao, ǁîb Gao-sib di ǂgae-ǂgui-ao-ba. Je-sub ge hoa-ǁae ǁîb di ǁGûb kai ǃa-nu ǀon-sa ra ǀga-pi kai.","Today, Jehovah God, we stand before your throne, For you showed the greatest love that could ever be shown. You gave the gift of your dear Son, that we might live. No greater sacrifice than this could you ever give. (CHORUS) He gave his life to set us free. His precious blood provides the key. With all our hearts, we’ll go on thanking you eternally."
"ǂKhî tsî ǃnū-ǃnâ-xa, ǀnam-mi ǃnâb, Je-su-ba ǀhom-ma xu ge hā. Tsî si-da di ǂhâ-si-ga ge-re kō-ǃgâ. ǁÎb di ǀnam-ma ǁgau das ǃnâ-ūb ge ǀgâ-sa khoen xa ge-re ǂâi. Tsî ǀae hâ-na ge-re ǂgau-ǂgau. ǁÎb ge Gao-sib sî-sen-ga ge-re ǁgau, Mā-sen tsîb ge mî: “ǂGao ta ra.”","It was a willing sacrifice that Jesus made. Out of love, his perfect life was the price that he paid. We had no hope until he came to save mankind. But now our hope is finding life, leaving death behind. (CHORUS) He gave his life to set us free. His precious blood provides the key. With all our hearts, we’ll go on thanking you eternally."
"ǁÎb dao-ba da ge ra sao ǂgao, si-da dī-gu ǃnâ tsēs hoa-sa. ǀHao-ū da ra-na ǀnam-mi ǃnâ ra hâ ū. Hui nî da ra în ǁkhā-ǁkhā-sen tsî ǂhâ-sib ra hâ o nî hui. Mîn tsî dī-gu ǀkha da nî ǀnam. ǃOa-ta-ran tsî ǁgû-on ga ǂgan o du, mā-sen-xa-se mî: “ǂGao ta ra.”","Jehovah, our Father in heaven, Oh, this is a most sacred night! It was then, long ago, you determined to show Your love, justice, wisdom, and might. The Passover lamb gave protection, And your favored people were freed. Cent’ries later our Lord his own lifeblood outpoured To fulfill this divine prophecy."
"Je-ho-va E-lob trons, ai-ǃâ da ge go hā. Sa-du di kai ǀnam-mi si-da ǃoa du go ǁgaub ǃgao. ǀGôa-ba du ge ǀkhaeb a-se si-da ǃoa ge sî, î da ǀam-o ûi-ba hō-ǁkhā. Nē ǀkhaeb ge ǀga-pi. (ǁNAEǀHAOS) ǁÎb ge ǁîb ûi-ba ge a mā. Î da si-da o-re-sa hō. Si-da ǂgaob ǃgam-si-ba xu, da ge hoa-ǁae nî gan-gan.","The bread and the wine are reminders, How great is the price that you paid. And the good that was done through the gift of your Son, In life and in death he obeyed. We gratefully keep this Memorial; This night is a time to recall How the death of your Son paid the ransom that won The redemption from death for us all."
"Mā-sen-xa-seb ge Je-su-ba ge mā-ǁnâ-sen. ǁÎb di ǀoa-sa ûi-bab ge si-da ǃgao ge a mā. ǃÂu-ba-sen-e da ge ge ū-hâ ta-ma i, o-re dab ge hās kō-se. Ûi-ba da ge go hō. (ǁNAEǀHAOS) ǁÎb ge ǁîb ûi-ba ge a mā. Î da si-da o-re-sa hō. Si-da ǂgaob ǃgam-si-ba xu, da ge hoa-ǁae nî gan-gan.","We’re gathered together before you. At your invitation we’ve come To give praise for your love that brought Christ from above And honor to you and your Son. The Lord’s Ev’ning Meal brings you glory And strengthens our heart and our mind. So we’ll walk ev’ry day as Christ showed us the way, And then life everlasting we’ll find."
"Je-ho-va, hoan xa ǀga-pi E-lob, nēs ge ǃa-nu ǃnō-sa ǃui-sa! ǁNā ǃui du ge hoa khoe-na ge ǁgau sa-du a, ǀnam-mi tsî gā-ai-sib ǃKhū-sa. Pas-xab di ǁkhaob ge ǂhai ǁnā tsēs ai tsî du ge ǁae-e a ǁgau-mâi. Ku-ri-gu khao-ǃgâb ge Je-su-ba ge a ǁō, nē kē-bos nî dī-ǀoa-ǀoa-he-se.","Jehovah, dear Father, There seemed no hope for us. The ransom has given Hope to ev’ryone! We give our lives to you, Our best in all we do. And we’ll tell others too, That your will might be done. (CHORUS) You gave your precious Son, And now we sing as one, A song we’ll sing forever, for giving us your precious Son."
"Xûi-i tsî pe-reb ge ra ǁgau da, nē ǀkhaeb ge kai-se ǃgom-ǀgau-sa. Tsî nēs ge Sa-du ǀgôab xa ge ī-ǁkhā kai-he. ǁŌb kō-seb ge ge a ǁnâu-ǀnam. Nēs xa da ge hoa-ǁae ra ǂâi ǂgao. Nē ǃuis xa da ǀu-ru ti-de, Sa-du ǀgôab mā-sen-xa-se a mā-ǁnâ-sen o ǁo-re-ba xu ǃno-ra kai das ǃgao.","Your kindness, your mercy, They draw us close to you. Your great name, your friendship, These we’ve come to love. But something more than this Is your most precious gift. He died that we might live. You sent him from above. (CHORUS) You gave your precious Son, And now we sing as one, A song we’ll sing forever, for giving us your precious Son.  (ENDING) Jehovah, dear Father, we pray in gratitude. We offer our thanks for giving us your precious Son."
"Sa-du ai-ǃâ da ge go a ǀhao. Sa-du ǁkhau da hâ ǃkhais ǃgao o, î da gan-gan du Je-sub Xris-tub ǃa-ro-ma. Nēs ǃgao da ge ra gan-gan du, nē tsēs sa-du ǂkhai-si-ba ra ǁgau tsîs ge nē-sa ra ǀgai-ǀgai da. Xris-tub ge ǁgau da dao-ba da ge ra sao ǂgao, ǀam-o ûi-ba da nî hō-ǁkhā-se.","Something precious to Jehovah, Bringing him such keen delight, Is his Kingdom by Christ Jesus, Which will set all matters right. (CHORUS) Keep on seeking first the Kingdom And Jehovah’s righteousness. Sing his praise among the nations, Serving him in faithfulness."
"Je-ho-va, si-da ǁGû, ǁkhā-sib ge ge ǀkhai-i. Xa-web ge xo-re-ma-ri-ba ge hui da! Si-da ûi-ba ra mā tsî ǁkhā da an hoa-na. Tsî khoe-na ra mî-ba, Sa-du di ǀnam-mi xa. (ǁNAEǀHAOS) ǀGôa-ba du ge ge mā. ǀGui-ba da ra ǁnae-ǀhao, ǀa-sa ǁnae-tsa-na-sa tsî Sa-du ǀgôab ǃgao ra ai-o du.","Why be anxious for tomorrow, ‘Will we hunger, will we thirst?’ For our God will make provision If we seek his Kingdom first. (CHORUS) Keep on seeking first the Kingdom And Jehovah’s righteousness. Sing his praise among the nations, Serving him in faithfulness."
"Khoe-xa-sib tsî ǀnam-mi, Sa-du ǃoa ra ǂgae da. Sa-du ǀons tsî ǃgâi-sib, nēn a ǀō-ai-sa. Xa-we nēn xa ǀga-pi î ge Sa-du ǀkhae-ba. Sa-du ǀgôab ge ge ǁō, î da ûi-ba hō-ǁkhā. (ǁNAEǀHAOS) ǀGôa-ba du ge ge mā. ǀGui-ba da ra ǁnae-ǀhao, ǀa-sa ǁnae-tsa-na-sa tsî Sa-du ǀgôab ǃgao ra ai-o du.  (ǀUNIS) Je-ho-va, si-da ǁgû, ǂkhîb ǀkha da ra ǀgo-re. Kai-se ra ai-o du, sa-du di ǀgôab ǃa-ro-ma.","So declare the Kingdom good news; Help deserving ones to see That their hope is in Jehovah And in his Theocracy. (CHORUS) Keep on seeking first the Kingdom And Jehovah’s righteousness. Sing his praise among the nations, Serving him in faithfulness."
"ǀGa-pi xū-i E-lo-ba xu kai ǂkhî-ba ra mā da i ge Xris-tub di ǂgae-ǂgui-sa o, xū-na nî-ra ǃgâi-ǃgâi-sa. (ǁNAEǀHAOS) ǂGu-ro-se Gao-sib tsî ǁîb di ǂha-nu-ai-si-ba ôa re. ǁNae re ǁîb xa hoa ǃhao-di ǃnâ tsî ǂgao-ba xu ǃoa-ba re.","God’s Kingdom rules from above. All praise his Son, the beloved. Christ reigns in Zion, the chief cornerstone. Let us all lift up our voice. Sing to our God, and rejoice. Christ, Lord and Savior, has been placed upon His throne. (CHORUS) What will you bring, Jehovah’s Kingdom? Triumph of truth and righteousness. And bring what else, Jehovah’s Kingdom? Eternal life and happiness. Praise the Universal Sov’reign For his love and faithfulness."
Tā ǂhan-sen re hā-nî tsēs xa. ǁGâ tsî da ga ǃâ xa-web ge E-lo-ba nî kō-ǃgâ da. Gao-si-ba da ga ôa o. (ǁNAEǀHAOS) ǂGu-ro-se Gao-sib tsî ǁîb di ǂha-nu-ai-si-ba ôa re. ǁNae re ǁîb xa hoa ǃhao-di ǃnâ tsî ǂgao-ba xu ǃoa-ba re.,"Christ now in power is here, And Armageddon is near. Satan’s old system will soon pass away. Now is the season to preach. Many there are yet to reach; Time for the meek to take their stand for Him today. (CHORUS) What will you bring, Jehovah’s Kingdom? Triumph of truth and righteousness. And bring what else, Jehovah’s Kingdom? Eternal life and happiness. Praise the Universal Sov’reign For his love and faithfulness."
"ǁNā-a-ma-ga ǃgâi-ǂhôa-sa ǂhôa, în ǃoa-ǂui ra-na mû-ǂan, ǁîn ǃâu-ba-sens ǃKhūb ǃnâ hâ-sa. Tsî Je-ho-vab ǂgae-ǂguis ǃnâ. (ǁNAEǀHAOS) ǂGu-ro-se Gao-sib tsî ǁîb di ǂha-nu-ai-si-ba ôa re. ǁNae re ǁîb xa hoa ǃhao-di ǃnâ tsî ǂgao-ba xu ǃoa-ba re.","God’s reigning Ruler we prize. Wondrous he is in our eyes. He comes in God’s name; we bow to our King. Enter the grand temple gate; God’s favor now supplicate. Soon dawns that day when he rules over ev’rything. (CHORUS) What will you bring, Jehovah’s Kingdom? Triumph of truth and righteousness. And bring what else, Jehovah’s Kingdom? Eternal life and happiness. Praise the Universal Sov’reign For his love and faithfulness."
"E-lob Gao-sib ra ǂgae-ǂgui. Tsî ǁÎb di ǀGôa-ba koa re. Tsî Xris-tub ge ǀhom-mi ǃnâ ra ǂgae-ǂgui. A da ǃga-ri dom-mi ǀkha, si-da E-lo-ba ǁnae-ba. Je-sub Xris-tub, o-re-aob ge trons ai go ǂnû. (ǁNAEǀHAOS) E-lob Gao-si-ba tae-e nî dī? ǁÎb ǂha-nu-ai-si-ba nî hau. Tsî tae-na nî-ra dī, Gao-si-ba? ǁÎb ǀam-o ûi-ba nî mā da. Hoan xa ǀga-pi E-lo-ba koa, ǁîb ǂgom-ǃgâ-sib ǃa-ro-ma.","Raise your eyes up and see, Far above the highest hill. There stands Jehovah’s mountain Lifted up in this day. People come from afar, Ev’rywhere from sea to sea, Calling to one another, ‘Come serve God and obey.’ Now the time has arrived For the small, a great nation to be. As we grow and we thrive, God’s direction and blessing we see. Millions now come to God And accept his sov’reignty. Loyal they vow to be And from his side never stray."
"Xris-tub ge ra ǂgae-ǂgui tsî Ar-ma-ge-dons ge go ǀgū. ǁGâu-ab ǃhūb-aib ge ǀae nî ū-bē-he. Nēb ge ǁaeb ao-ǁnâs di-ba. ǂGuin ge hâ hui da nî na, tsam-tsi-ǃnân ge nē-si E-lob ǀkhāb ai nî mâ. (ǁNAEǀHAOS) E-lob Gao-si-ba tae-e nî dī? ǁÎb ǂha-nu-ai-si-ba nî hau. Tsî tae-na nî-ra dī, Gao-si-ba? ǁÎb ǀam-o ûi-ba nî mā da. Hoan xa ǀga-pi E-lo-ba koa, ǁîb ǂgom-ǃgâ-sib ǃa-ro-ma.","Jesus gave the command To go forth and preach the word. Good news about the Kingdom Reaches all men today. Christ now rules from above, Urging all to take his side. Meek ones who hear his voice Let God’s Word show them the way. It brings joy to the heart, As the great crowd continues to grow. And we all have a part, As we strive to let ev’ryone know. Let us lift up the voice, Calling out for all to hear, ‘Come to Jehovah’s mountain, Here forever to stay.’"
"E-lob ǀgôa-ba da ra koa. Si-da mû-ǁaeb kai-se kai. ǃKhūb ǀons ǃnâb ra hā, ǁîb ai-ǃâ ǃhon re. ǁÎb di tem-pe-li ǃnâ ǂgâ tsî E-lob ǃgâi-ba ôa re. Tsēs ge go ǀgū, hoa xūn ǂam-aib nî ǂgae-ǂgui-sa. (ǁNAEǀHAOS) E-lob Gao-si-ba tae-e nî dī? ǁÎb ǂha-nu-ai-si-ba nî hau. Tsî tae-na nî-ra dī, Gao-si-ba? ǁÎb ǀam-o ûi-ba nî mā da. Hoan xa ǀga-pi E-lo-ba koa, ǁîb ǂgom-ǃgâ-sib ǃa-ro-ma.","Other sheep Jesus has, and they serve alongside those anointed to be Christ’s heavenly bride. All the things that are done for their comfort and aid Are things he considers that must be repaid. (CHORUS) “If you comforted them, you comforted me. If you did it for them, you did it for me. Your labors for them were your labors for me. You did it for them; you did it for me. If you did it for them, you did it for me.”"
"Kō khâi ǀga-pi-ga kō, ǃhom-gu ǀga-pi-ga ǃnū-se. ǁNāb ge E-lob ǃhom-ma mâ, nē-tsē ǀga-pi-se mâ. Khoen ǃnū-se-ba xu hâ, hu-ri-ba xu hu-rib ǃoa. Mâ-i hoa-i ge ra ǂgai, ‘hā re î da ǃgâ bi.’ Nēb ge E-lob ǁae-ba ǂkha-ri-ron ge nî-ra kai ǁae kai. ǂGui da ra ǀgaub ai o, ǃKhūb dao-ǁgaus tsî ǀkhae-ba da ra mû. ǂGuin ge ǃKhūb ǃoa ra hā tsî ǂgae-ǂgui-sa ra ū-ǃoa. ǂHau-ǃnâ-se da nî hâ tsî ǁî-ba xu bē ti-de.","“Yes, you comforted me in my hunger and thirst, and whatever my need, you came to me first.” “Tell us, when did we do this?” these ones will reply. The King will then answer them, telling them why: (CHORUS) “If you comforted them, you comforted me. If you did it for them, you did it for me. Your labors for them were your labors for me. You did it for them; you did it for me. If you did it for them, you did it for me.”"
"Je-sub ge ge mî-mā î da ǁîb mîs xa ao-ǁnâ. ǃGâi-ǂhôas Gao-sib di-sa o khoen ra ǁnâu-sa nē-tsē. Xris-tub ge ra ǂgae-ǂgui, an hoa-na ǁîb ǀkhāb ai mâ. Khoen ǁî-ba ra ǃgâ-na E-lob-mîs xa dao-ǁgau-he. Si-da ǂgaob ge ra dâ. Kai ǂnu-bis khoen ra ǂgui kha-mi da ge hoa da ǁîn di ǃâ. Hoa khoe-na da ǁîb xa ra ǂan kai. A da ǃga-ri dom-mi, ǀkha ǂgai re în hoa-na ǁnâu ‘hā re E-lob ǃhom-mi ǃoa, tsî ǀam-o-se hâ-hâ.’","“You’ve been loyal to me, doing works that are fine, as you preach alongside these brothers of mine.” So the King will then say to the sheep on his right: “Inherit the earth and perfection of life.” (CHORUS) “If you comforted them, you comforted me. If you did it for them, you did it for me. Your labors for them were your labors for me. You did it for them; you did it for me. If you did it for them, you did it for me.”"
"E-lob ti ǀa-sa ku-rus, ǁÎb ti ǂkhau-he-sa ǀgôa-gu. Khoe-na xub ge a ǁhûi-na, ǁÎb di ǀkhae-ban ū-hâ. (ǁNAEǀHAOS) ǀŌ-ai-sa ǁhûi-ǂui-san, ǁÎb ǀon-sa ta-ni hâ khoen. ǁÎn ǀnam du tsî koa du. ǁÎn ge ǀgui-ba mâ-ǀhao tsî ra ǁnae.","The time is near when God reveals His faithful chosen ones. In heaven they will rule with Christ As mighty spirit sons. (CHORUS) The sons of God will be revealed Along with Christ, their Lord. They’ll join him in his victory And share in his reward."
"Nēs ge a ǃa-nu ǁae-sa, a-ma-ba ra ū-ba-sen. ǃKhae-na-ba xun ge ǂgai-he ǁÎb bu-ru-xa ǃnâb ǃoa. (ǁNAEǀHAOS) ǀŌ-ai-sa ǁhûi-ǂui-san, ǁÎb ǀon-sa ta-ni hâ khoen. ǁÎn ǀnam du tsî koa du. ǁÎn ge ǀgui-ba mâ-ǀhao tsî ra ǁnae.","And soon the last remaining ones Will hear his final call. The King of kings and Lord of lords Will then collect them all. (CHORUS) The sons of God will be revealed Along with Christ, their Lord. They’ll join him in his victory And share in his reward.  (BRIDGE) And then with Christ, these sons of God Will wage the final war. The joyous marriage to the Lamb Will last forevermore.  (CHORUS) The sons of God will be revealed Along with Christ, their Lord. They’ll join him in his victory And share in his reward."
"ǀÛ ta-ma-sen ra ao-ǁnâ, nau gū-na ra ǀhao-ǀhao-se. ǁKhaob ǃoa-ain ge ǂgom-ǂgom-sa, ǁîb mî-den ra dī-se. (ǁNAEǀHAOS) ǀŌ-ai-sa ǁhûi-ǂui-san, ǁÎb ǀon-sa ta-ni hâ khoen. ǁÎn ǀnam du tsî koa du. ǁÎn ge ǀgui-ba mâ-ǀhao tsî ra ǁnae.","Who is your friend, O God? Who in your tent may dwell? Who gains your friendship? Who gains your trust? Who really knows you well? All who embrace your Word, All who have faith in you, All who are loyal, all who are just, Living the truth for you."
"Nau gūn ge Je-sub ǀkha, ǀgui-ba ra sî-sen-ǀhao. Tsî ǂkhau-he-sa E-lob ǀgôa-ga ǀhom-mi ǃnâ. Hoa xūn ge nî dī-he, ǁîn ǁkhae-ǂgaos tsî huib ǃgao. Nēn ge xūn hî-nab ra ǂâi-ǃgâ-na hoa-ǁae. (ǁNAEǀHAOS) “ǁÎ-na du ra hui o, o du ra hui te. ǁÎ-na du a ǀnam kha-mi du a ǀnam te. ǁÎn ra hō-ǃâ tsû-ba du ra hō-ǃâ o. ǁÎ-na du a ǀnam kha-mi du ǀnam te. ǁÎ-na du a ǀnam kha-mi du a ǀnam te.”","Who is your friend, O God? Who may approach your throne? Who brings delight and makes you rejoice? Whose name to you is known? All who exalt your name, All who your Word obey, All who are faithful, honest in heart, Truthful in all they say."
"“Ti-ta du ge a hui, ti ǃâs tsî ǁgâs tsîn ǃnâ tsî du ge ǂhâ-ba da hân hoa-na mā te.” “Mâ-ǁae ta ge nē-na dī?” Din ǀnî-na nî mî. Ob ge Gao-ao-ba ǃe-re-am tsî nî mî: (ǁNAEǀHAOS) “ǁÎ-na du ra hui o, o du ra hui te. ǁÎ-na du a ǀnam kha-mi du a ǀnam te. ǁÎn ra hō-ǃâ tsû-ba du ra hō-ǃâ o. ǁÎ-na du a ǀnam kha-mi du ǀnam te. ǁÎ-na du a ǀnam kha-mi du a ǀnam te.”","Throwing our cares on you, Baring our hearts in prayer, Drawing us closer, bonding in love, Feeling your daily care, We yearn to be your friend. Long may our friendship grow. No greater Friend could we ever gain, No greater Friend we’ll know."
"“ǂHau-ǃnâ-se du ti-ta ǀkha ge-re sî-sen-ǀhao, ti ǃgâ-sa-gu ǀkha du ǀgui-ba ra sî-sen.” Ob ge Gao-ba nau gūn, ǃoa nē-ti ge a mî: “ǃHūb-aib tsî ǀoa-sa ûib tsî-na ǀu-mi re.” (ǁNAEǀHAOS) “ǁÎ-na du ra hui o, o du ra hui te. ǁÎ-na du a ǀnam kha-mi du a ǀnam te. ǁÎn ra hō-ǃâ tsû-ba du ra hō-ǃâ o. ǁÎ-na du a ǀnam kha-mi du ǀnam te. ǁÎ-na du a ǀnam kha-mi du a ǀnam te.”","Glorious Jehovah, almighty, eternal, Perfect in justice, in power, in love. Source of all truth and of infinite wisdom, You rule as Sov’reign in heaven above. We as your people delight in your service; Your Kingdom truth we delight to proclaim. (CHORUS) Being your Witnesses, great is our priv’lege. Oh, may we ever live up to our name!"
"Ham-e E-lob ǀhō-sa? ǁÎb oms ǃnâ nî hâ-e? Ham-e sa-du ǂgom-ǂgom-sa ǀhō-sa? Ham-e sa-do a ǂan? Sa-du mî-sa ǀnam-an, sa-du ǃnâ ra ǂgom-an, ǂGom-ǂgom-san tsî ǂha-nu-ain hoan ge, a-ma-ba ra ûi-ǂui.","Working together in your sacred service Binds us as brothers in love and in peace. Teaching the truth and reflecting your glory Fill us with joy as your praises increase. Known by your name, O Jehovah, our Father, We have the honor to add to your fame. (CHORUS) Being your Witnesses, great is our priv’lege. Oh, may we ever live up to our name!"
"Ham-e E-lob ǀhō-sa? ǃKhūb tron-sa ǀgū ǁkhā-e? Ham-e sa-do kai-se ra ǂkhî kai? ǁÎ-i ǀon-sa du ǂan? Sa-du ǀon-sa ra ǃgôan, Sa-du mî-sa ra ǃgân, ǁNān hî-na a ǂgom-ǂgom-san, ǂgaob ǃnâ tsî a-ma-ba ra ǃhoan.","Once with confusion our sad hearts were filled, Drinking the cup false religion distilled; But with what happiness our hearts were thrilled When of God’s Kingdom we heard. (CHORUS) Take sides with Jehovah; Make him your delight. He’ll never forsake you; Walk on in his light. Tell, tell the glad tidings Of freedom and peace. His rule by Christ Jesus Will ever increase."
"Tsû-ba da ra mā du, ǀgo-res ǃnâ-ū E-lo. ǁNās ge ra si-da ǀgū kai sa-du ǀnam-mi tsî kō-ǃgâs ǃnâ. Sa-du ǀhō ǂgao da ra. As nē-sa hâ-hâ re. ǀNî hâ ǀhō-sa-e da ge hō ǁoa, ǀnî hâ-e da a ǀū.","Shoulder to shoulder we stand on God’s side, Preaching the news of his Kingdom earth wide. Now is the time for each one to decide, Time to take sides with our God. (CHORUS) Take sides with Jehovah; Make him your delight. He’ll never forsake you; Walk on in his light. Tell, tell the glad tidings Of freedom and peace. His rule by Christ Jesus Will ever increase."
"Bu-ru-xa E-lob koa-he-sa a-nu hâb, ǀoa-sa ǂha-nu-ai-sib tsî ǀnam-mi ǃnâ. ǁÎb ge a-mab tsî gā-ai-sib di tsoa-tsoa, ǁÎb ǀhom-mi ǃnâ gao-ao-se ra ǂgae-ǂgui. ǁÎ-ba ǃoa-bas ge si-da ǂkhî-ba ra mā tsî ǁîb gao-si-ba ǂkhîb ǀkha ra ao-ǁnâ. (ǁNAEǀHAOS) Sa-do ǃoa-bas ge a kai ai-ǂha-nu tsî Sa-du ǀons ǃoa-gu ûis ge kai-se ǃgâi.","We will not fear what the Devil can do. Trusting Jehovah will carry us through. Though they are many and though we are few, God is our strength and our might. (CHORUS) Take sides with Jehovah; Make him your delight. He’ll never forsake you; Walk on in his light. Tell, tell the glad tidings Of freedom and peace. His rule by Christ Jesus Will ever increase."
"ǃKhūb ǃoa-bas ǃnâ da ra ǀgui-ba sî-sen ǃkhais ge ǂkhîb tsî ǀnam-mi ǃnâ ra ǀhao-ǀhao da. Sa-du a-ma-ba da ra ǁkhā-ǁkhā tsî ǁgau. ǂKhî-ba mā da re î da sa-do koa. Sa-du ǀons ai da ge ǂan-e Je-ho-va, sa-du ǃgôa-si-ba da ge ra ǂan-ǂan. (ǁNAEǀHAOS) Sa-do ǃoa-bas ge a kai ai-ǂha-nu tsî Sa-du ǀons ǃoa-gu ûis ge kai-se ǃgâi.","“Listen to my prayer,” Jehovah. Let yourself be found by me. Feel the anguish deep inside me; Help me unafraid to be. (CHORUS) Throw your burden on Jehovah; Trust in him to sustain and save you. He will always give protection. He is loyal; he is true."
"Ûib ge nē ǃhūb-aib ǃnâ ǃgom. Nē ǃhūb-aib ge ǁgam-ro-na ra hau. Xa-we ta nē-ti ra mî, ti ûib ge ǁau ta-ma. (ǁNAEǀHAOS) ǃKhūb ǂha-nu-o-ǃnâ ta-ma, ti ǀnam-mi xab ra ǁaeb hoa-ba ǂâi. ǁÎb ti ǀgū-se hoa-ǁae hâ; E-lob o-se ta hâ ta-ma. E-lob ge ti mû-ǂam-ao tsî ti-ta ǀu-nis kō-se nî sâu. Je-ho-vab ge ti ǁgû tsî ti ǃgâi ǀhō-sa-ba.","Had I wings just as a dove has, Far from danger I would fly, Safe from those who seek to hurt me, Sheltered from their hateful cry. (CHORUS) Throw your burden on Jehovah; Trust in him to sustain and save you. He will always give protection. He is loyal; he is true."
"ǂKham-sis tsē-di go ǃgû ī, tsū-kē-ǃgâb di tsē-di ge go hā. Xa-we ta ǂgom-sa ra ǁgau tsî hā-nî-ǁaeb ge ǃgâi. (ǁNAEǀHAOS) ǃKhūb ǂha-nu-o-ǃnâ ta-ma, ti ǀnam-mi xab ra ǁaeb hoa-ba ǂâi. ǁÎb ti ǀgū-se hoa-ǁae hâ; E-lob o-se ta hâ ta-ma. E-lob ge ti mû-ǂam-ao tsî ti-ta ǀu-nis kō-se nî sâu. Je-ho-vab ge ti ǁgû tsî ti ǃgâi ǀhō-sa-ba.","Comfort from our God, Jehovah, Always brings us peace of mind. He will help us bear our burden. He is loving; he is kind. (CHORUS) Throw your burden on Jehovah; Trust in him to sustain and save you. He will always give protection. He is loyal; he is true."
"E-lob ǀkha !gû ǃgam-ǃgam-sens ǃnâ, ǂgom-ǂgom-sa ǀnam-ma ǁgaus ǀkha. A da E-lob ǀkha ǃgû ǂgom-ǃgâ-sa-se tsî ab ǁî-ba ǀgai-ǀgai da. Î da ǁîb di mî-sa ǃkhō ǀga-ra, tsē-sa xu tsēs kō-se. Ab Je-ho-va-ba ǂgae-ǂgui da, ǁî-ba ǁnâu-ǀnams ǃnâ-ū o.","Please judge me, Lord, observe my loyalty; Observe my trust in you and my integrity. Examine me, and put me to the test; My mind and heart refine, that my soul might be blessed. (CHORUS) But as for me, Determined I will be to walk eternally In my integrity."
"E-lob ǀkha ǂnao-o-ǃnâ-se ǃgû. Hā da ǃa-nu xūn xa ǂâi. Nē-si da ga ra ǃâi-tsâ-he xa-web ge ǁî-ba nî ǀgai-ǀgai da. Tsî mâ koa-he-sa a-nu hâ xūn tsî mâ a-ma-ain hoan, Ai-ǃgû re nēn xa ǂâi-ǃgâ-sa. E-lob sa-da ǀkha nî hâ.","I do not sit with wicked men of lies. I hate the company of those who truth despise. Jehovah, please, don’t take away my life With men who take delight in bribery and strife. (CHORUS) But as for me, Determined I will be to walk eternally In my integrity."
"E-lob ǀkha ǃgû ǂgom-ǂgom-sa-se, ǁÎb si-da ǀhō a-ma-ga. ǁÎb ǀkhae-ba ǃgôa-si-ba ū-hâ-ba re. E-lob ǀkhaeb ge nî hâ-hâ. E-lob ǀkha ǃgû i ǃgâi-a-ǂgao re, ǁnaes ǃnâ-ū ǁgâi-ǂui-sen. Kai ǃgâi-a-ǂgaob ge hō-e ǁkhā, E-lob a sa ǀhō-sa o.","For I have loved the dwelling of your house. Your worship, oh, so pure, I daily will espouse. And I will march around your altar grand, To make thanksgiving heard aloud throughout the land. (CHORUS) But as for me, Determined I will be to walk eternally In my integrity."
"Si-da ǂgaob ge tsûb tsî ǃoab xa ǀoa hâ. A-ma ta-ma ǂgoms ǃnâ da ge hâ i, xa-web ge si-da ǂgao-ga ge ǂkhî ǃKhūb, Gao-sib xa da ge ǁnâu o. (ǁNAEǀHAOS) Je-ho-vab ǀkhāb ai mâ, ǂgom-ǂgom-sa-se hâ. ǁÎb ge tā-tsēs tsî-na ǁnā-xū da ti-de. Mî-ba khoe-na ǂkhîb tsî ǃno-ra-sa-sib xa. Je-sub ǂgae-ǂguis ge ǀams kō-se nî hâ-hâ.","We guard our hearts, it means our life; We shun the path of sin. God reads the heart, and there he finds The person deep within. Sometimes the heart deceives the mind, And we begin to stray. So may our mind direct our heart And keep Jehovah’s way."
"Xa-we da ǀgui-ba E-lob ǀkhāb ai mâ tsî ǁîb Gao-sib ǃgâi-ǂhôa-sa ra ao-ǁnâ. Nēb ge ǁaeb mâ-i hoa-i nî ǁhûi-ba, Je-ho-vab ǀkhāb ai mâ-sa. (ǁNAEǀHAOS) Je-ho-vab ǀkhāb ai mâ, ǂgom-ǂgom-sa-se hâ. ǁÎb ge tā-tsēs tsî-na ǁnā-xū da ti-de. Mî-ba khoe-na ǂkhîb tsî ǃno-ra-sa-sib xa. Je-sub ǂgae-ǂguis ge ǀams kō-se nî hâ-hâ.","Prepared in heart, we search for God By means of earnest prayer. Each day we give him praise and thanks, Revealing ev’ry care. The things Jehovah teaches us, We gladly will obey. We cultivate a loyal heart, To please him ev’ry day."
